id,external_id,customer_id,plan_name,amount,currency,status,next_billing_date,created_at
28,sub_28,117,ENTERPRISE,599.0,USD,ACTIVE,2025-11-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
29,sub_29,45,ENTERPRISE,599.0,USD,ACTIVE,2025-12-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
30,sub_30,19,PRO,199.0,USD,FAILED,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
31,sub_31,132,PRO,199.0,USD,ACTIVE,2025-12-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
32,sub_32,148,PRO,199.0,USD,ACTIVE,2025-11-26T00:00:00+00:00,2025-10-27T00:00:00+00:00
33,sub_33,145,ENTERPRISE,599.0,USD,ACTIVE,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
34,sub_34,87,ENTERPRISE,599.0,USD,ACTIVE,2025-12-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
35,sub_35,151,STARTER,29.0,USD,ACTIVE,2025-11-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
36,sub_36,18,ENTERPRISE,599.0,USD,ACTIVE,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
37,sub_37,174,BASIC,79.0,USD,ACTIVE,2025-11-28T00:00:00+00:00,2025-10-29T00:00:00+00:00
38,sub_38,91,STARTER,29.0,USD,ACTIVE,2025-11-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
39,sub_39,64,PRO,199.0,USD,FAILED,2025-12-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
40,sub_40,192,PRO,199.0,USD,FAILED,2025-12-31T00:00:00+00:00,2025-12-01T00:00:00+00:00
41,sub_41,46,ENTERPRISE,599.0,USD,FAILED,2025-11-15T00:00:00+00:00,2025-10-16T00:00:00+00:00
42,sub_42,147,PRO,199.0,USD,FAILED,2025-12-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
43,sub_43,175,BASIC,79.0,USD,ACTIVE,2025-11-14T00:00:00+00:00,2025-10-15T00:00:00+00:00
44,sub_44,61,BASIC,79.0,USD,ACTIVE,2025-11-15T00:00:00+00:00,2025-10-16T00:00:00+00:00
45,sub_45,59,BASIC,79.0,USD,ACTIVE,2025-12-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
46,sub_46,159,PRO,199.0,USD,FAILED,2025-11-08T00:00:00+00:00,2025-10-09T00:00:00+00:00
47,sub_47,31,STARTER,29.0,USD,ACTIVE,2025-12-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
48,sub_48,127,STARTER,29.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
49,sub_49,11,ENTERPRISE,599.0,USD,ACTIVE,2025-11-22T00:00:00+00:00,2025-10-23T00:00:00+00:00
50,sub_50,127,PRO,199.0,USD,ACTIVE,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
51,sub_51,131,PRO,199.0,USD,ACTIVE,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
52,sub_52,148,BASIC,79.0,USD,FAILED,2025-12-23T00:00:00+00:00,2025-11-23T00:00:00+00:00
53,sub_53,109,ENTERPRISE,599.0,USD,ACTIVE,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
54,sub_54,129,PRO,199.0,USD,ACTIVE,2025-12-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
55,sub_55,199,BASIC,79.0,USD,ACTIVE,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
56,sub_56,179,ENTERPRISE,599.0,USD,FAILED,2025-11-02T00:00:00+00:00,2025-10-03T00:00:00+00:00
57,sub_57,4,BASIC,79.0,USD,ACTIVE,2025-11-08T00:00:00+00:00,2025-10-09T00:00:00+00:00
58,sub_58,84,PRO,199.0,USD,ACTIVE,2025-11-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
59,sub_59,48,PRO,199.0,USD,FAILED,2025-12-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
60,sub_60,157,PRO,199.0,USD,ACTIVE,2025-12-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
61,sub_61,109,BASIC,79.0,USD,ACTIVE,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
62,sub_62,96,PRO,199.0,USD,ACTIVE,2025-11-19T00:00:00+00:00,2025-10-20T00:00:00+00:00
63,sub_63,116,BASIC,79.0,USD,ACTIVE,2025-12-08T00:00:00+00:00,2025-11-08T00:00:00+00:00
64,sub_64,176,BASIC,79.0,USD,ACTIVE,2025-12-18T00:00:00+00:00,2025-11-18T00:00:00+00:00
65,sub_65,70,BASIC,79.0,USD,ACTIVE,2025-12-26T00:00:00+00:00,2025-11-26T00:00:00+00:00
66,sub_66,98,BASIC,79.0,USD,FAILED,2025-12-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
67,sub_67,39,ENTERPRISE,599.0,USD,ACTIVE,2025-11-13T00:00:00+00:00,2025-10-14T00:00:00+00:00
68,sub_68,108,ENTERPRISE,599.0,USD,FAILED,2025-12-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
69,sub_69,162,PRO,199.0,USD,ACTIVE,2025-11-21T00:00:00+00:00,2025-10-22T00:00:00+00:00
70,sub_70,65,STARTER,29.0,USD,ACTIVE,2025-12-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
71,sub_71,42,STARTER,29.0,USD,FAILED,2025-11-18T00:00:00+00:00,2025-10-19T00:00:00+00:00
72,sub_72,122,STARTER,29.0,USD,ACTIVE,2025-11-23T00:00:00+00:00,2025-10-24T00:00:00+00:00
73,sub_73,67,PRO,199.0,USD,ACTIVE,2025-12-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
74,sub_74,66,PRO,199.0,USD,FAILED,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
75,sub_75,90,BASIC,79.0,USD,ACTIVE,2025-12-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
76,sub_76,167,BASIC,79.0,USD,ACTIVE,2025-11-20T00:00:00+00:00,2025-10-21T00:00:00+00:00
77,sub_77,91,PRO,199.0,USD,ACTIVE,2025-12-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
78,sub_78,199,ENTERPRISE,599.0,USD,ACTIVE,2025-11-26T00:00:00+00:00,2025-10-27T00:00:00+00:00
79,sub_79,158,PRO,199.0,USD,ACTIVE,2025-11-11T00:00:00+00:00,2025-10-12T00:00:00+00:00
80,sub_80,43,PRO,199.0,USD,ACTIVE,2025-12-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
81,sub_81,147,ENTERPRISE,599.0,USD,ACTIVE,2025-11-06T00:00:00+00:00,2025-10-07T00:00:00+00:00
82,sub_82,21,BASIC,79.0,USD,FAILED,2025-11-22T00:00:00+00:00,2025-10-23T00:00:00+00:00
83,sub_83,82,PRO,199.0,USD,ACTIVE,2025-12-10T00:00:00+00:00,2025-11-10T00:00:00+00:00
84,sub_84,166,ENTERPRISE,599.0,USD,FAILED,2025-11-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
85,sub_85,200,PRO,199.0,USD,ACTIVE,2025-12-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
86,sub_86,116,ENTERPRISE,599.0,USD,FAILED,2025-12-26T00:00:00+00:00,2025-11-26T00:00:00+00:00
87,sub_87,6,BASIC,79.0,USD,ACTIVE,2025-12-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
88,sub_88,65,STARTER,29.0,USD,FAILED,2025-11-27T00:00:00+00:00,2025-10-28T00:00:00+00:00
89,sub_89,27,STARTER,29.0,USD,FAILED,2025-12-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
90,sub_90,122,STARTER,29.0,USD,FAILED,2025-11-27T00:00:00+00:00,2025-10-28T00:00:00+00:00
91,sub_91,135,STARTER,29.0,USD,FAILED,2025-12-11T00:00:00+00:00,2025-11-11T00:00:00+00:00
92,sub_92,40,STARTER,29.0,USD,ACTIVE,2025-12-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
93,sub_93,100,PRO,199.0,USD,FAILED,2025-12-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
94,sub_94,73,ENTERPRISE,599.0,USD,ACTIVE,2025-11-10T00:00:00+00:00,2025-10-11T00:00:00+00:00
95,sub_95,135,BASIC,79.0,USD,FAILED,2025-12-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
96,sub_96,92,PRO,199.0,USD,ACTIVE,2025-12-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
97,sub_97,139,PRO,199.0,USD,ACTIVE,2025-11-10T00:00:00+00:00,2025-10-11T00:00:00+00:00
98,sub_98,179,BASIC,79.0,USD,ACTIVE,2025-12-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
99,sub_99,162,ENTERPRISE,599.0,USD,ACTIVE,2025-12-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
100,sub_100,137,PRO,199.0,USD,ACTIVE,2025-12-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
101,sub_101,139,BASIC,79.0,USD,ACTIVE,2025-11-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
102,sub_102,79,PRO,199.0,USD,ACTIVE,2025-11-11T00:00:00+00:00,2025-10-12T00:00:00+00:00
103,sub_103,78,STARTER,29.0,USD,FAILED,2025-12-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
104,sub_104,195,BASIC,79.0,USD,FAILED,2025-12-02T00:00:00+00:00,2025-11-02T00:00:00+00:00
105,sub_105,137,STARTER,29.0,USD,ACTIVE,2025-12-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
106,sub_106,194,ENTERPRISE,599.0,USD,FAILED,2025-12-21T00:00:00+00:00,2025-11-21T00:00:00+00:00
107,sub_107,111,PRO,199.0,USD,ACTIVE,2025-12-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
108,sub_108,2,PRO,199.0,USD,FAILED,2025-12-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
109,sub_109,144,ENTERPRISE,599.0,USD,ACTIVE,2025-11-12T00:00:00+00:00,2025-10-13T00:00:00+00:00
110,sub_110,184,ENTERPRISE,599.0,USD,ACTIVE,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
111,sub_111,68,STARTER,29.0,USD,ACTIVE,2025-11-17T00:00:00+00:00,2025-10-18T00:00:00+00:00
112,sub_112,133,PRO,199.0,USD,FAILED,2025-12-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
113,sub_113,137,PRO,199.0,USD,ACTIVE,2025-12-26T00:00:00+00:00,2025-11-26T00:00:00+00:00
114,sub_114,18,BASIC,79.0,USD,FAILED,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
115,sub_115,164,ENTERPRISE,599.0,USD,ACTIVE,2025-11-19T00:00:00+00:00,2025-10-20T00:00:00+00:00
116,sub_116,180,ENTERPRISE,599.0,USD,FAILED,2025-11-03T00:00:00+00:00,2025-10-04T00:00:00+00:00
117,sub_117,39,STARTER,29.0,USD,ACTIVE,2025-11-03T00:00:00+00:00,2025-10-04T00:00:00+00:00
118,sub_118,48,STARTER,29.0,USD,FAILED,2025-11-10T00:00:00+00:00,2025-10-11T00:00:00+00:00
119,sub_119,184,ENTERPRISE,599.0,USD,ACTIVE,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
120,sub_120,24,BASIC,79.0,USD,FAILED,2025-11-15T00:00:00+00:00,2025-10-16T00:00:00+00:00
121,sub_121,88,ENTERPRISE,599.0,USD,FAILED,2025-12-23T00:00:00+00:00,2025-11-23T00:00:00+00:00
122,sub_122,128,PRO,199.0,USD,ACTIVE,2025-12-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
123,sub_123,9,PRO,199.0,USD,FAILED,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
124,sub_124,38,STARTER,29.0,USD,FAILED,2025-11-27T00:00:00+00:00,2025-10-28T00:00:00+00:00
125,sub_125,19,ENTERPRISE,599.0,USD,FAILED,2025-12-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
126,sub_126,65,ENTERPRISE,599.0,USD,ACTIVE,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
127,sub_127,197,BASIC,79.0,USD,ACTIVE,2025-11-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
128,sub_128,64,STARTER,29.0,USD,FAILED,2025-12-19T00:00:00+00:00,2025-11-19T00:00:00+00:00
129,sub_129,198,STARTER,29.0,USD,ACTIVE,2025-11-15T00:00:00+00:00,2025-10-16T00:00:00+00:00
130,sub_130,122,ENTERPRISE,599.0,USD,ACTIVE,2025-11-21T00:00:00+00:00,2025-10-22T00:00:00+00:00
131,sub_131,83,BASIC,79.0,USD,ACTIVE,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
132,sub_132,191,STARTER,29.0,USD,FAILED,2025-12-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
133,sub_133,77,BASIC,79.0,USD,ACTIVE,2025-11-05T00:00:00+00:00,2025-10-06T00:00:00+00:00
134,sub_134,171,BASIC,79.0,USD,ACTIVE,2025-11-17T00:00:00+00:00,2025-10-18T00:00:00+00:00
135,sub_135,163,ENTERPRISE,599.0,USD,FAILED,2025-11-12T00:00:00+00:00,2025-10-13T00:00:00+00:00
136,sub_136,71,STARTER,29.0,USD,ACTIVE,2025-11-17T00:00:00+00:00,2025-10-18T00:00:00+00:00
137,sub_137,3,STARTER,29.0,USD,ACTIVE,2025-12-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
138,sub_138,122,BASIC,79.0,USD,ACTIVE,2025-11-07T00:00:00+00:00,2025-10-08T00:00:00+00:00
139,sub_139,64,BASIC,79.0,USD,ACTIVE,2025-12-15T00:00:00+00:00,2025-11-15T00:00:00+00:00
140,sub_140,159,PRO,199.0,USD,ACTIVE,2025-12-20T00:00:00+00:00,2025-11-20T00:00:00+00:00
141,sub_141,161,STARTER,29.0,USD,FAILED,2025-12-13T00:00:00+00:00,2025-11-13T00:00:00+00:00
142,sub_142,40,STARTER,29.0,USD,FAILED,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
143,sub_143,82,PRO,199.0,USD,ACTIVE,2025-11-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
144,sub_144,188,BASIC,79.0,USD,FAILED,2025-11-26T00:00:00+00:00,2025-10-27T00:00:00+00:00
145,sub_145,92,BASIC,79.0,USD,FAILED,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
146,sub_146,125,ENTERPRISE,599.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
147,sub_147,179,ENTERPRISE,599.0,USD,FAILED,2025-11-13T00:00:00+00:00,2025-10-14T00:00:00+00:00
148,sub_148,140,PRO,199.0,USD,FAILED,2025-12-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
149,sub_149,71,BASIC,79.0,USD,FAILED,2025-11-11T00:00:00+00:00,2025-10-12T00:00:00+00:00
150,sub_150,116,PRO,199.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
151,sub_151,94,ENTERPRISE,599.0,USD,FAILED,2025-12-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
152,sub_152,130,ENTERPRISE,599.0,USD,ACTIVE,2025-12-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
153,sub_153,5,PRO,199.0,USD,ACTIVE,2025-11-17T00:00:00+00:00,2025-10-18T00:00:00+00:00
154,sub_154,83,STARTER,29.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
155,sub_155,100,BASIC,79.0,USD,ACTIVE,2025-12-03T00:00:00+00:00,2025-11-03T00:00:00+00:00
156,sub_156,197,BASIC,79.0,USD,ACTIVE,2025-11-22T00:00:00+00:00,2025-10-23T00:00:00+00:00
157,sub_157,105,PRO,199.0,USD,FAILED,2025-12-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
158,sub_158,169,STARTER,29.0,USD,FAILED,2026-01-01T00:00:00+00:00,2025-12-02T00:00:00+00:00
159,sub_159,34,BASIC,79.0,USD,ACTIVE,2025-11-14T00:00:00+00:00,2025-10-15T00:00:00+00:00
160,sub_160,28,ENTERPRISE,599.0,USD,FAILED,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
161,sub_161,147,ENTERPRISE,599.0,USD,ACTIVE,2025-12-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
162,sub_162,160,PRO,199.0,USD,FAILED,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
163,sub_163,156,STARTER,29.0,USD,FAILED,2025-12-30T00:00:00+00:00,2025-11-30T00:00:00+00:00
164,sub_164,54,ENTERPRISE,599.0,USD,ACTIVE,2025-12-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
165,sub_165,21,ENTERPRISE,599.0,USD,ACTIVE,2025-11-05T00:00:00+00:00,2025-10-06T00:00:00+00:00
166,sub_166,93,ENTERPRISE,599.0,USD,ACTIVE,2025-12-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
167,sub_167,182,STARTER,29.0,USD,ACTIVE,2025-11-19T00:00:00+00:00,2025-10-20T00:00:00+00:00
168,sub_168,136,STARTER,29.0,USD,ACTIVE,2025-12-25T00:00:00+00:00,2025-11-25T00:00:00+00:00
169,sub_169,78,STARTER,29.0,USD,ACTIVE,2025-12-05T00:00:00+00:00,2025-11-05T00:00:00+00:00
170,sub_170,25,STARTER,29.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
171,sub_171,99,BASIC,79.0,USD,FAILED,2025-12-14T00:00:00+00:00,2025-11-14T00:00:00+00:00
172,sub_172,64,BASIC,79.0,USD,ACTIVE,2025-12-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
173,sub_173,107,STARTER,29.0,USD,ACTIVE,2025-12-08T00:00:00+00:00,2025-11-08T00:00:00+00:00
174,sub_174,92,ENTERPRISE,599.0,USD,ACTIVE,2025-11-29T00:00:00+00:00,2025-10-30T00:00:00+00:00
175,sub_175,27,BASIC,79.0,USD,ACTIVE,2025-12-07T00:00:00+00:00,2025-11-07T00:00:00+00:00
176,sub_176,103,PRO,199.0,USD,ACTIVE,2025-12-06T00:00:00+00:00,2025-11-06T00:00:00+00:00
177,sub_177,154,ENTERPRISE,599.0,USD,ACTIVE,2025-12-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
178,sub_178,81,PRO,199.0,USD,ACTIVE,2025-11-28T00:00:00+00:00,2025-10-29T00:00:00+00:00
179,sub_179,196,ENTERPRISE,599.0,USD,ACTIVE,2025-11-22T00:00:00+00:00,2025-10-23T00:00:00+00:00
180,sub_180,156,BASIC,79.0,USD,ACTIVE,2025-11-15T00:00:00+00:00,2025-10-16T00:00:00+00:00
181,sub_181,97,PRO,199.0,USD,ACTIVE,2025-11-30T00:00:00+00:00,2025-10-31T00:00:00+00:00
182,sub_182,115,ENTERPRISE,599.0,USD,FAILED,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
183,sub_183,73,STARTER,29.0,USD,ACTIVE,2025-12-28T00:00:00+00:00,2025-11-28T00:00:00+00:00
184,sub_184,78,STARTER,29.0,USD,FAILED,2025-11-16T00:00:00+00:00,2025-10-17T00:00:00+00:00
185,sub_185,55,PRO,199.0,USD,FAILED,2025-12-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
186,sub_186,177,PRO,199.0,USD,ACTIVE,2025-12-04T00:00:00+00:00,2025-11-04T00:00:00+00:00
187,sub_187,143,BASIC,79.0,USD,FAILED,2025-12-01T00:00:00+00:00,2025-11-01T00:00:00+00:00
188,sub_188,92,BASIC,79.0,USD,FAILED,2025-11-25T00:00:00+00:00,2025-10-26T00:00:00+00:00
189,sub_189,150,BASIC,79.0,USD,FAILED,2025-12-23T00:00:00+00:00,2025-11-23T00:00:00+00:00
190,sub_190,77,STARTER,29.0,USD,ACTIVE,2025-12-08T00:00:00+00:00,2025-11-08T00:00:00+00:00
191,sub_191,56,STARTER,29.0,USD,ACTIVE,2025-12-22T00:00:00+00:00,2025-11-22T00:00:00+00:00
192,sub_192,124,BASIC,79.0,USD,ACTIVE,2025-12-29T00:00:00+00:00,2025-11-29T00:00:00+00:00
193,sub_193,177,STARTER,29.0,USD,ACTIVE,2025-11-21T00:00:00+00:00,2025-10-22T00:00:00+00:00
194,sub_194,10,ENTERPRISE,599.0,USD,FAILED,2025-11-05T00:00:00+00:00,2025-10-06T00:00:00+00:00
195,sub_195,198,PRO,199.0,USD,FAILED,2025-12-24T00:00:00+00:00,2025-11-24T00:00:00+00:00
196,sub_196,112,ENTERPRISE,599.0,USD,ACTIVE,2025-11-09T00:00:00+00:00,2025-10-10T00:00:00+00:00
197,sub_197,198,BASIC,79.0,USD,ACTIVE,2025-12-26T00:00:00+00:00,2025-11-26T00:00:00+00:00
198,sub_198,155,STARTER,29.0,USD,ACTIVE,2025-12-12T00:00:00+00:00,2025-11-12T00:00:00+00:00
199,sub_199,98,STARTER,29.0,USD,FAILED,2025-11-04T00:00:00+00:00,2025-10-05T00:00:00+00:00
200,sub_200,82,BASIC,79.0,USD,FAILED,2025-12-16T00:00:00+00:00,2025-11-16T00:00:00+00:00
