case_id,case_type,source_id,customer_id,amount_at_risk,expected_action,expected_outcome,expected_recovery_amount
27,FAILED_PAYMENT,84,124,618.05,SCHEDULE_PAYDAY_RETRY,RECOVERED,618.05
28,FAILED_PAYMENT,85,16,734.11,SEND_CARD_UPDATE_LINK,RECOVERED,734.11
29,FAILED_PAYMENT,86,37,489.18,SCHEDULE_PAYDAY_RETRY,RECOVERED,489.18
30,FAILED_PAYMENT,87,195,172.68,SCHEDULE_PAYDAY_RETRY,UNRECOVERABLE,0.0
31,FAILED_PAYMENT,96,50,124.19,SEND_CARD_UPDATE_LINK,UNRECOVERABLE,0.0
32,FAILED_PAYMENT,98,101,843.38,SEND_CARD_UPDATE_LINK,RECOVERED,843.38
33,FAILED_PAYMENT,101,132,488.02,SCHEDULE_PAYDAY_RETRY,ESCALATED,309.91
34,FAILED_PAYMENT,107,63,178.19,SCHEDULE_PAYDAY_RETRY,ESCALATED,82.89
35,FAILED_PAYMENT,108,108,317.78,SCHEDULE_PAYDAY_RETRY,RECOVERED,317.78
36,FAILED_PAYMENT,109,187,785.24,EXECUTE_SMART_RETRY,RECOVERED,785.24
37,FAILED_PAYMENT,110,135,697.6,EXECUTE_SMART_RETRY,RECOVERED,697.6
38,FAILED_PAYMENT,113,198,1040.01,EXECUTE_SMART_RETRY,RECOVERED,1040.01
39,FAILED_PAYMENT,118,138,1048.81,SCHEDULE_PAYDAY_RETRY,RECOVERED,1048.81
40,FAILED_PAYMENT,120,14,1080.28,SEND_CARD_UPDATE_LINK,RECOVERED,1080.28
41,FAILED_PAYMENT,123,166,983.66,EXECUTE_SMART_RETRY,RECOVERED,983.66
42,FAILED_PAYMENT,132,172,724.02,EXECUTE_SMART_RETRY,RECOVERED,724.02
43,FAILED_PAYMENT,133,99,1431.74,SEND_CARD_UPDATE_LINK,RECOVERED,1431.74
44,FAILED_PAYMENT,134,147,548.93,SCHEDULE_PAYDAY_RETRY,RECOVERED,548.93
45,FAILED_PAYMENT,137,123,1483.42,SCHEDULE_PAYDAY_RETRY,RECOVERED,1483.42
46,FAILED_PAYMENT,141,130,237.53,SCHEDULE_PAYDAY_RETRY,RECOVERED,237.53
47,FAILED_PAYMENT,142,114,1079.62,EXECUTE_SMART_RETRY,RECOVERED,1079.62
48,FAILED_PAYMENT,145,102,1122.52,EXECUTE_SMART_RETRY,UNRECOVERABLE,0.0
49,FAILED_PAYMENT,147,121,282.27,SEND_CARD_UPDATE_LINK,UNRECOVERABLE,0.0
50,FAILED_PAYMENT,149,97,1313.71,SCHEDULE_PAYDAY_RETRY,RECOVERED,1313.71
51,FAILED_PAYMENT,150,31,598.69,SCHEDULE_PAYDAY_RETRY,ESCALATED,273.02
52,FAILED_PAYMENT,153,89,1407.05,EXECUTE_SMART_RETRY,RECOVERED,1407.05
53,FAILED_PAYMENT,155,18,677.96,EXECUTE_SMART_RETRY,RECOVERED,677.96
54,FAILED_PAYMENT,165,136,393.67,EXECUTE_SMART_RETRY,RECOVERED,393.67
55,FAILED_PAYMENT,171,181,834.84,EXECUTE_SMART_RETRY,RECOVERED,834.84
56,FAILED_PAYMENT,173,120,712.19,SCHEDULE_PAYDAY_RETRY,ESCALATED,322.48
57,FAILED_PAYMENT,174,95,850.35,EXECUTE_SMART_RETRY,RECOVERED,850.35
58,FAILED_PAYMENT,175,5,875.03,SCHEDULE_PAYDAY_RETRY,RECOVERED,875.03
59,FAILED_PAYMENT,176,51,861.14,SEND_CARD_UPDATE_LINK,UNRECOVERABLE,0.0
60,FAILED_PAYMENT,181,162,239.28,SCHEDULE_PAYDAY_RETRY,RECOVERED,239.28
61,FAILED_PAYMENT,182,96,1005.13,SCHEDULE_PAYDAY_RETRY,RECOVERED,1005.13
62,FAILED_PAYMENT,183,5,625.84,SCHEDULE_PAYDAY_RETRY,RECOVERED,625.84
63,FAILED_PAYMENT,186,135,411.98,SEND_CARD_UPDATE_LINK,RECOVERED,411.98
64,FAILED_PAYMENT,189,98,98.33,SEND_CARD_UPDATE_LINK,RECOVERED,98.33
65,FAILED_PAYMENT,194,77,856.54,EXECUTE_SMART_RETRY,RECOVERED,856.54
66,FAILED_PAYMENT,195,85,222.83,SCHEDULE_PAYDAY_RETRY,RECOVERED,222.83
67,FAILED_PAYMENT,196,89,359.73,SEND_CARD_UPDATE_LINK,RECOVERED,359.73
68,FAILED_PAYMENT,202,28,675.43,SEND_CARD_UPDATE_LINK,RECOVERED,675.43
69,FAILED_PAYMENT,203,23,842.12,SEND_CARD_UPDATE_LINK,RECOVERED,842.12
70,FAILED_PAYMENT,204,23,901.43,EXECUTE_SMART_RETRY,RECOVERED,901.43
71,FAILED_PAYMENT,205,4,1172.07,SEND_CARD_UPDATE_LINK,RECOVERED,1172.07
72,FAILED_PAYMENT,207,127,660.49,EXECUTE_SMART_RETRY,RECOVERED,660.49
73,FAILED_PAYMENT,208,20,1085.54,EXECUTE_SMART_RETRY,RECOVERED,1085.54
74,FAILED_PAYMENT,213,82,954.86,SCHEDULE_PAYDAY_RETRY,ESCALATED,580.74
75,FAILED_PAYMENT,219,97,726.66,SCHEDULE_PAYDAY_RETRY,RECOVERED,726.66
76,FAILED_PAYMENT,222,91,80.78,SCHEDULE_PAYDAY_RETRY,ESCALATED,56.33
77,FAILED_PAYMENT,223,111,399.23,EXECUTE_SMART_RETRY,RECOVERED,399.23
78,FAILED_PAYMENT,225,124,1382.01,SEND_CARD_UPDATE_LINK,RECOVERED,1382.01
79,FAILED_PAYMENT,226,37,691.17,SEND_CARD_UPDATE_LINK,RECOVERED,691.17
80,FAILED_PAYMENT,228,77,185.9,SCHEDULE_PAYDAY_RETRY,RECOVERED,185.9
81,FAILED_PAYMENT,230,142,648.16,SCHEDULE_PAYDAY_RETRY,RECOVERED,648.16
82,FAILED_PAYMENT,231,162,991.1,SCHEDULE_PAYDAY_RETRY,RECOVERED,991.1
83,FAILED_PAYMENT,233,181,1132.2,SEND_CARD_UPDATE_LINK,RECOVERED,1132.2
84,FAILED_PAYMENT,234,138,307.66,SEND_CARD_UPDATE_LINK,RECOVERED,307.66
85,FAILED_PAYMENT,236,151,1270.59,SEND_CARD_UPDATE_LINK,RECOVERED,1270.59
86,FAILED_PAYMENT,238,81,188.67,SEND_CARD_UPDATE_LINK,RECOVERED,188.67
87,FAILED_PAYMENT,239,131,219.73,SCHEDULE_PAYDAY_RETRY,RECOVERED,219.73
88,FAILED_PAYMENT,241,126,482.15,EXECUTE_SMART_RETRY,RECOVERED,482.15
89,FAILED_PAYMENT,245,75,813.35,EXECUTE_SMART_RETRY,RECOVERED,813.35
90,FAILED_PAYMENT,254,44,449.56,SCHEDULE_PAYDAY_RETRY,RECOVERED,449.56
91,FAILED_PAYMENT,257,183,1145.79,EXECUTE_SMART_RETRY,RECOVERED,1145.79
92,FAILED_PAYMENT,263,102,1239.9,SEND_CARD_UPDATE_LINK,RECOVERED,1239.9
93,FAILED_PAYMENT,264,73,208.93,SCHEDULE_PAYDAY_RETRY,RECOVERED,208.93
94,FAILED_PAYMENT,268,93,1001.8,SEND_CARD_UPDATE_LINK,RECOVERED,1001.8
95,FAILED_PAYMENT,269,161,1136.52,SCHEDULE_PAYDAY_RETRY,UNRECOVERABLE,0.0
96,FAILED_PAYMENT,270,181,723.06,EXECUTE_SMART_RETRY,RECOVERED,723.06
97,FAILED_PAYMENT,274,36,967.74,EXECUTE_SMART_RETRY,RECOVERED,967.74
98,FAILED_PAYMENT,275,145,258.71,SCHEDULE_PAYDAY_RETRY,RECOVERED,258.71
99,FAILED_PAYMENT,278,99,482.04,SEND_CARD_UPDATE_LINK,RECOVERED,482.04
100,FAILED_PAYMENT,279,166,907.48,SCHEDULE_PAYDAY_RETRY,RECOVERED,907.48
101,FAILED_PAYMENT,284,34,639.98,SCHEDULE_PAYDAY_RETRY,ESCALATED,239.29
102,FAILED_PAYMENT,285,198,115.29,SCHEDULE_PAYDAY_RETRY,RECOVERED,115.29
103,FAILED_PAYMENT,292,112,919.12,SCHEDULE_PAYDAY_RETRY,RECOVERED,919.12
104,FAILED_PAYMENT,298,146,393.85,EXECUTE_SMART_RETRY,RECOVERED,393.85
105,FAILED_PAYMENT,300,63,583.72,SEND_CARD_UPDATE_LINK,RECOVERED,583.72
106,FAILED_PAYMENT,303,147,1014.89,SCHEDULE_PAYDAY_RETRY,RECOVERED,1014.89
107,FAILED_PAYMENT,306,3,852.25,SEND_CARD_UPDATE_LINK,RECOVERED,852.25
108,FAILED_PAYMENT,309,105,529.44,SCHEDULE_PAYDAY_RETRY,UNRECOVERABLE,0.0
109,FAILED_PAYMENT,312,72,1347.47,EXECUTE_SMART_RETRY,RECOVERED,1347.47
110,FAILED_PAYMENT,315,34,1278.61,SEND_CARD_UPDATE_LINK,RECOVERED,1278.61
111,FAILED_PAYMENT,316,84,361.91,SEND_CARD_UPDATE_LINK,RECOVERED,361.91
112,FAILED_PAYMENT,317,28,682.61,EXECUTE_SMART_RETRY,RECOVERED,682.61
113,FAILED_PAYMENT,318,138,686.1,EXECUTE_SMART_RETRY,RECOVERED,686.1
114,FAILED_PAYMENT,319,24,466.76,SCHEDULE_PAYDAY_RETRY,ESCALATED,191.8
115,FAILED_PAYMENT,320,38,1453.07,EXECUTE_SMART_RETRY,RECOVERED,1453.07
116,FAILED_PAYMENT,321,174,61.16,EXECUTE_SMART_RETRY,RECOVERED,61.16
117,FAILED_PAYMENT,323,32,209.11,EXECUTE_SMART_RETRY,UNRECOVERABLE,0.0
118,FAILED_PAYMENT,327,119,658.24,SCHEDULE_PAYDAY_RETRY,RECOVERED,658.24
119,FAILED_PAYMENT,329,71,66.45,EXECUTE_SMART_RETRY,RECOVERED,66.45
120,FAILED_PAYMENT,331,99,969.34,EXECUTE_SMART_RETRY,RECOVERED,969.34
121,FAILED_PAYMENT,333,125,761.05,SCHEDULE_PAYDAY_RETRY,RECOVERED,761.05
122,FAILED_PAYMENT,334,7,58.52,EXECUTE_SMART_RETRY,UNRECOVERABLE,0.0
123,FAILED_PAYMENT,335,136,1499.41,SCHEDULE_PAYDAY_RETRY,RECOVERED,1499.41
124,FAILED_PAYMENT,336,169,1227.18,SCHEDULE_PAYDAY_RETRY,RECOVERED,1227.18
125,FAILED_PAYMENT,338,46,1212.22,SEND_CARD_UPDATE_LINK,RECOVERED,1212.22
126,FAILED_PAYMENT,342,158,521.03,EXECUTE_SMART_RETRY,RECOVERED,521.03
127,FAILED_PAYMENT,343,16,1061.47,SCHEDULE_PAYDAY_RETRY,RECOVERED,1061.47
128,FAILED_PAYMENT,349,187,1423.82,SCHEDULE_PAYDAY_RETRY,RECOVERED,1423.82
129,FAILED_PAYMENT,350,9,1382.74,SEND_CARD_UPDATE_LINK,RECOVERED,1382.74
130,ABANDONED_CHECKOUT,4,68,104.66,SEND_CART_REMINDER,RECOVERED,104.66
131,ABANDONED_CHECKOUT,5,185,539.91,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,539.91
132,ABANDONED_CHECKOUT,9,76,1143.2,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1143.2
133,ABANDONED_CHECKOUT,11,24,1074.54,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1074.54
134,ABANDONED_CHECKOUT,13,14,1169.92,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1169.92
135,ABANDONED_CHECKOUT,15,73,83.32,SEND_CART_REMINDER,UNRECOVERABLE,0.0
136,ABANDONED_CHECKOUT,16,126,29.48,SEND_CART_REMINDER,UNRECOVERABLE,0.0
137,ABANDONED_CHECKOUT,18,53,1173.04,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1173.04
138,ABANDONED_CHECKOUT,21,95,334.37,SEND_CART_REMINDER,RECOVERED,334.37
139,ABANDONED_CHECKOUT,23,171,428.95,SEND_CART_REMINDER,UNRECOVERABLE,0.0
140,ABANDONED_CHECKOUT,28,159,228.13,SEND_CART_REMINDER,RECOVERED,228.13
141,ABANDONED_CHECKOUT,29,50,117.08,SEND_CART_REMINDER,RECOVERED,117.08
142,ABANDONED_CHECKOUT,37,106,595.56,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,595.56
143,ABANDONED_CHECKOUT,38,10,194.03,SEND_CART_REMINDER,RECOVERED,194.03
144,ABANDONED_CHECKOUT,39,178,1070.25,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1070.25
145,ABANDONED_CHECKOUT,40,61,1106.98,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1106.98
146,ABANDONED_CHECKOUT,44,187,129.91,SEND_CART_REMINDER,RECOVERED,129.91
147,ABANDONED_CHECKOUT,47,104,1058.22,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
148,ABANDONED_CHECKOUT,50,71,618.52,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
149,ABANDONED_CHECKOUT,51,175,599.32,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,599.32
150,ABANDONED_CHECKOUT,54,13,941.3,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,941.3
151,ABANDONED_CHECKOUT,55,166,341.17,SEND_CART_REMINDER,UNRECOVERABLE,0.0
152,ABANDONED_CHECKOUT,58,58,862.47,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
153,ABANDONED_CHECKOUT,59,71,1025.61,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1025.61
154,ABANDONED_CHECKOUT,61,150,1199.33,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1199.33
155,ABANDONED_CHECKOUT,63,124,777.7,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,777.7
156,ABANDONED_CHECKOUT,78,136,1048.25,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
157,ABANDONED_CHECKOUT,79,52,1074.09,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
158,ABANDONED_CHECKOUT,83,196,177.05,SEND_CART_REMINDER,RECOVERED,177.05
159,ABANDONED_CHECKOUT,84,110,475.4,SEND_CART_REMINDER,RECOVERED,475.4
160,ABANDONED_CHECKOUT,86,49,761.36,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
161,ABANDONED_CHECKOUT,92,59,273.15,SEND_CART_REMINDER,RECOVERED,273.15
162,ABANDONED_CHECKOUT,93,130,860.55,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,860.55
163,ABANDONED_CHECKOUT,94,164,757.18,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,757.18
164,ABANDONED_CHECKOUT,95,170,81.68,SEND_CART_REMINDER,UNRECOVERABLE,0.0
165,ABANDONED_CHECKOUT,96,114,321.97,SEND_CART_REMINDER,UNRECOVERABLE,0.0
166,ABANDONED_CHECKOUT,98,170,342.22,SEND_CART_REMINDER,RECOVERED,342.22
167,ABANDONED_CHECKOUT,99,36,626.11,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
168,ABANDONED_CHECKOUT,100,73,609.84,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,609.84
169,ABANDONED_CHECKOUT,101,200,1168.42,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
170,ABANDONED_CHECKOUT,102,105,669.06,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
171,ABANDONED_CHECKOUT,103,124,39.98,SEND_CART_REMINDER,RECOVERED,39.98
172,ABANDONED_CHECKOUT,107,13,1052.12,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1052.12
173,ABANDONED_CHECKOUT,108,174,161.18,SEND_CART_REMINDER,UNRECOVERABLE,0.0
174,ABANDONED_CHECKOUT,110,160,134.22,SEND_CART_REMINDER,UNRECOVERABLE,0.0
175,ABANDONED_CHECKOUT,111,30,344.4,SEND_CART_REMINDER,UNRECOVERABLE,0.0
176,ABANDONED_CHECKOUT,115,113,940.52,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,940.52
177,ABANDONED_CHECKOUT,117,125,542.81,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,542.81
178,ABANDONED_CHECKOUT,118,168,1045.29,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1045.29
179,ABANDONED_CHECKOUT,122,165,1073.17,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
180,ABANDONED_CHECKOUT,124,43,401.74,SEND_CART_REMINDER,RECOVERED,401.74
181,ABANDONED_CHECKOUT,126,61,966.48,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
182,ABANDONED_CHECKOUT,127,128,1177.29,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1177.29
183,ABANDONED_CHECKOUT,128,27,679.63,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,679.63
184,ABANDONED_CHECKOUT,134,1,1158.21,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1158.21
185,ABANDONED_CHECKOUT,135,134,78.79,SEND_CART_REMINDER,RECOVERED,78.79
186,ABANDONED_CHECKOUT,139,194,1009.02,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
187,ABANDONED_CHECKOUT,145,99,1101.19,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1101.19
188,ABANDONED_CHECKOUT,147,36,1066.56,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1066.56
189,ABANDONED_CHECKOUT,149,56,864.4,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
190,ABANDONED_CHECKOUT,150,173,788.85,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,788.85
191,ABANDONED_CHECKOUT,155,38,259.89,SEND_CART_REMINDER,RECOVERED,259.89
192,ABANDONED_CHECKOUT,156,175,836.45,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
193,ABANDONED_CHECKOUT,161,176,88.22,SEND_CART_REMINDER,UNRECOVERABLE,0.0
194,ABANDONED_CHECKOUT,165,115,112.5,SEND_CART_REMINDER,UNRECOVERABLE,0.0
195,ABANDONED_CHECKOUT,166,132,528.5,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,528.5
196,ABANDONED_CHECKOUT,167,34,31.63,SEND_CART_REMINDER,RECOVERED,31.63
197,ABANDONED_CHECKOUT,168,40,726.33,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,726.33
198,ABANDONED_CHECKOUT,169,170,671.44,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
199,ABANDONED_CHECKOUT,171,130,656.02,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,656.02
200,ABANDONED_CHECKOUT,173,76,648.34,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,648.34
201,ABANDONED_CHECKOUT,174,3,548.66,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
202,ABANDONED_CHECKOUT,175,160,827.0,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,827.0
203,ABANDONED_CHECKOUT,176,30,875.67,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
204,ABANDONED_CHECKOUT,177,198,548.53,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
205,ABANDONED_CHECKOUT,178,167,121.76,SEND_CART_REMINDER,RECOVERED,121.76
206,ABANDONED_CHECKOUT,181,27,1057.4,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
207,ABANDONED_CHECKOUT,183,85,88.76,SEND_CART_REMINDER,RECOVERED,88.76
208,ABANDONED_CHECKOUT,187,159,713.09,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,713.09
209,ABANDONED_CHECKOUT,189,156,473.16,SEND_CART_REMINDER,UNRECOVERABLE,0.0
210,ABANDONED_CHECKOUT,190,122,185.25,SEND_CART_REMINDER,RECOVERED,185.25
211,ABANDONED_CHECKOUT,192,166,675.39,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,675.39
212,ABANDONED_CHECKOUT,193,32,726.07,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
213,ABANDONED_CHECKOUT,194,22,896.18,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,896.18
214,ABANDONED_CHECKOUT,196,48,253.33,SEND_CART_REMINDER,RECOVERED,253.33
215,ABANDONED_CHECKOUT,199,26,597.45,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,597.45
216,ABANDONED_CHECKOUT,203,146,1151.42,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1151.42
217,ABANDONED_CHECKOUT,204,81,861.83,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,861.83
218,ABANDONED_CHECKOUT,206,119,597.19,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
219,ABANDONED_CHECKOUT,208,51,114.84,SEND_CART_REMINDER,UNRECOVERABLE,0.0
220,ABANDONED_CHECKOUT,212,94,886.54,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,886.54
221,ABANDONED_CHECKOUT,218,60,299.97,SEND_CART_REMINDER,UNRECOVERABLE,0.0
222,ABANDONED_CHECKOUT,220,12,405.78,SEND_CART_REMINDER,UNRECOVERABLE,0.0
223,ABANDONED_CHECKOUT,231,6,698.85,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,698.85
224,ABANDONED_CHECKOUT,233,43,632.05,SEND_VIP_DISCOUNT_NUDGE,UNRECOVERABLE,0.0
225,ABANDONED_CHECKOUT,235,22,1191.51,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,1191.51
226,ABANDONED_CHECKOUT,239,34,639.19,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,639.19
227,ABANDONED_CHECKOUT,242,193,799.79,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,799.79
228,ABANDONED_CHECKOUT,244,134,844.73,SEND_VIP_DISCOUNT_NUDGE,RECOVERED,844.73
229,ABANDONED_CHECKOUT,250,134,266.37,SEND_CART_REMINDER,RECOVERED,266.37
230,FAILED_SUBSCRIPTION,1,93,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
231,FAILED_SUBSCRIPTION,2,150,199.0,ACCOUNT_MANAGER_OUTREACH,ESCALATED,118.44
232,FAILED_SUBSCRIPTION,5,143,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
233,FAILED_SUBSCRIPTION,6,143,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
234,FAILED_SUBSCRIPTION,10,42,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
235,FAILED_SUBSCRIPTION,11,87,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
236,FAILED_SUBSCRIPTION,13,154,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
237,FAILED_SUBSCRIPTION,14,57,199.0,ACCOUNT_MANAGER_OUTREACH,UNRECOVERABLE,0.0
238,FAILED_SUBSCRIPTION,19,133,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
239,FAILED_SUBSCRIPTION,21,10,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
240,FAILED_SUBSCRIPTION,26,73,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
241,FAILED_SUBSCRIPTION,30,19,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
242,FAILED_SUBSCRIPTION,39,64,199.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,199.0
243,FAILED_SUBSCRIPTION,40,192,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
244,FAILED_SUBSCRIPTION,41,46,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
245,FAILED_SUBSCRIPTION,42,147,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
246,FAILED_SUBSCRIPTION,46,159,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
247,FAILED_SUBSCRIPTION,52,148,79.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,79.0
248,FAILED_SUBSCRIPTION,56,179,599.0,SUBSCRIPTION_RECOVERY_EMAIL,RECOVERED,599.0
249,FAILED_SUBSCRIPTION,59,48,199.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,199.0
250,FAILED_SUBSCRIPTION,66,98,79.0,SUBSCRIPTION_RECOVERY_EMAIL,ESCALATED,43.68
251,FAILED_SUBSCRIPTION,68,108,599.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,599.0
252,FAILED_SUBSCRIPTION,71,42,29.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,29.0
253,FAILED_SUBSCRIPTION,74,66,199.0,ACCOUNT_MANAGER_OUTREACH,ESCALATED,66.13
254,FAILED_SUBSCRIPTION,82,21,79.0,ACCOUNT_MANAGER_OUTREACH,RECOVERED,79.0
