id,external_id,customer_id,amount,currency,status,failure_reason,payment_method,created_at
28,pay_28,80,1179.79,USD,SUCCESS,,DEBIT_CARD,2025-11-25T21:00:00+00:00
29,pay_29,147,700.59,USD,SUCCESS,,ACH,2025-12-21T12:00:00+00:00
30,pay_30,129,1449.91,USD,SUCCESS,,DEBIT_CARD,2025-12-23T19:00:00+00:00
31,pay_31,36,92.49,USD,SUCCESS,,PAYPAL,2025-12-27T11:00:00+00:00
32,pay_32,142,1071.43,USD,SUCCESS,,CREDIT_CARD,2025-11-20T02:00:00+00:00
33,pay_33,196,1359.38,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-25T13:00:00+00:00
34,pay_34,24,344.73,USD,SUCCESS,,PAYPAL,2025-12-28T11:00:00+00:00
35,pay_35,7,603.73,USD,SUCCESS,,ACH,2025-11-17T12:00:00+00:00
36,pay_36,21,488.25,USD,FAILED,TEMPORARY_FAILURE,CREDIT_CARD,2025-12-25T22:00:00+00:00
37,pay_37,167,219.34,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-12-30T15:00:00+00:00
38,pay_38,179,1141.88,USD,SUCCESS,,PAYPAL,2025-11-30T19:00:00+00:00
39,pay_39,2,43.22,USD,SUCCESS,,DEBIT_CARD,2025-12-25T04:00:00+00:00
40,pay_40,141,919.19,USD,SUCCESS,,PAYPAL,2025-11-09T09:00:00+00:00
41,pay_41,61,369.08,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-06T03:00:00+00:00
42,pay_42,128,39.41,USD,SUCCESS,,DEBIT_CARD,2025-12-17T04:00:00+00:00
43,pay_43,75,927.99,USD,SUCCESS,,DEBIT_CARD,2025-12-08T13:00:00+00:00
44,pay_44,48,142.14,USD,SUCCESS,,ACH,2025-11-06T16:00:00+00:00
45,pay_45,140,1482.67,USD,SUCCESS,,CREDIT_CARD,2025-11-26T15:00:00+00:00
46,pay_46,12,1471.84,USD,SUCCESS,,ACH,2025-12-19T00:00:00+00:00
47,pay_47,92,527.03,USD,SUCCESS,,CREDIT_CARD,2025-12-21T18:00:00+00:00
48,pay_48,189,213.11,USD,SUCCESS,,ACH,2025-12-06T10:00:00+00:00
49,pay_49,165,704.97,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-12T05:00:00+00:00
50,pay_50,35,69.92,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-04T06:00:00+00:00
51,pay_51,11,780.34,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-11-18T01:00:00+00:00
52,pay_52,193,439.87,USD,SUCCESS,,CREDIT_CARD,2025-12-27T20:00:00+00:00
53,pay_53,85,663.87,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-12-19T14:00:00+00:00
54,pay_54,99,751.86,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-25T16:00:00+00:00
55,pay_55,69,1094.72,USD,SUCCESS,,CREDIT_CARD,2025-11-29T19:00:00+00:00
56,pay_56,47,492.0,USD,SUCCESS,,CREDIT_CARD,2025-11-22T21:00:00+00:00
57,pay_57,76,1080.73,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-16T14:00:00+00:00
58,pay_58,90,1094.32,USD,SUCCESS,,ACH,2025-12-11T13:00:00+00:00
59,pay_59,71,1190.34,USD,SUCCESS,,CREDIT_CARD,2025-11-06T21:00:00+00:00
60,pay_60,164,776.93,USD,SUCCESS,,DEBIT_CARD,2026-01-01T00:00:00+00:00
61,pay_61,37,1021.96,USD,SUCCESS,,PAYPAL,2025-11-04T04:00:00+00:00
62,pay_62,18,559.0,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2026-01-01T18:00:00+00:00
63,pay_63,9,1023.41,USD,SUCCESS,,ACH,2025-11-25T14:00:00+00:00
64,pay_64,196,801.25,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-22T20:00:00+00:00
65,pay_65,72,53.48,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-03T16:00:00+00:00
66,pay_66,100,189.88,USD,SUCCESS,,ACH,2025-12-17T14:00:00+00:00
67,pay_67,55,439.08,USD,SUCCESS,,PAYPAL,2025-11-14T03:00:00+00:00
68,pay_68,35,686.28,USD,SUCCESS,,PAYPAL,2025-11-07T21:00:00+00:00
69,pay_69,82,1068.67,USD,SUCCESS,,ACH,2025-12-29T09:00:00+00:00
70,pay_70,41,1392.08,USD,SUCCESS,,DEBIT_CARD,2025-12-22T11:00:00+00:00
71,pay_71,131,1191.22,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-22T15:00:00+00:00
72,pay_72,7,562.83,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-11T02:00:00+00:00
73,pay_73,17,1082.52,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-21T13:00:00+00:00
74,pay_74,148,968.87,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-12-01T21:00:00+00:00
75,pay_75,133,965.09,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-21T04:00:00+00:00
76,pay_76,111,1304.29,USD,SUCCESS,,CREDIT_CARD,2025-12-05T04:00:00+00:00
77,pay_77,78,1403.09,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-24T16:00:00+00:00
78,pay_78,73,387.15,USD,SUCCESS,,ACH,2025-11-10T20:00:00+00:00
79,pay_79,78,153.74,USD,SUCCESS,,DEBIT_CARD,2025-12-09T18:00:00+00:00
80,pay_80,40,1085.14,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-25T18:00:00+00:00
81,pay_81,11,57.13,USD,SUCCESS,,CREDIT_CARD,2026-01-01T20:00:00+00:00
82,pay_82,198,981.93,USD,SUCCESS,,PAYPAL,2025-12-11T20:00:00+00:00
83,pay_83,8,946.34,USD,SUCCESS,,ACH,2025-12-13T09:00:00+00:00
84,pay_84,124,618.05,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-06T22:00:00+00:00
85,pay_85,16,734.11,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-11-23T19:00:00+00:00
86,pay_86,37,489.18,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-11-27T04:00:00+00:00
87,pay_87,195,172.68,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-01T03:00:00+00:00
88,pay_88,69,224.2,USD,SUCCESS,,CREDIT_CARD,2025-11-20T12:00:00+00:00
89,pay_89,158,1444.59,USD,SUCCESS,,DEBIT_CARD,2025-12-24T10:00:00+00:00
90,pay_90,148,296.9,USD,SUCCESS,,DEBIT_CARD,2025-12-03T16:00:00+00:00
91,pay_91,120,473.18,USD,SUCCESS,,CREDIT_CARD,2025-11-07T12:00:00+00:00
92,pay_92,130,372.48,USD,SUCCESS,,ACH,2025-11-05T01:00:00+00:00
93,pay_93,73,1325.27,USD,SUCCESS,,PAYPAL,2025-11-20T17:00:00+00:00
94,pay_94,3,654.93,USD,SUCCESS,,ACH,2025-12-18T11:00:00+00:00
95,pay_95,196,82.18,USD,SUCCESS,,CREDIT_CARD,2025-12-08T17:00:00+00:00
96,pay_96,50,124.19,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-12-20T17:00:00+00:00
97,pay_97,72,940.51,USD,SUCCESS,,CREDIT_CARD,2025-11-10T03:00:00+00:00
98,pay_98,101,843.38,USD,FAILED,EXPIRED_CARD,ACH,2025-12-20T04:00:00+00:00
99,pay_99,51,611.06,USD,SUCCESS,,CREDIT_CARD,2025-11-04T01:00:00+00:00
100,pay_100,36,1208.89,USD,SUCCESS,,PAYPAL,2025-11-11T19:00:00+00:00
101,pay_101,132,488.02,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-11T23:00:00+00:00
102,pay_102,77,768.36,USD,SUCCESS,,PAYPAL,2025-12-17T18:00:00+00:00
103,pay_103,77,39.71,USD,SUCCESS,,ACH,2025-12-15T03:00:00+00:00
104,pay_104,107,1198.18,USD,SUCCESS,,CREDIT_CARD,2025-12-10T15:00:00+00:00
105,pay_105,68,1177.61,USD,SUCCESS,,DEBIT_CARD,2025-12-18T01:00:00+00:00
106,pay_106,150,793.49,USD,SUCCESS,,PAYPAL,2025-11-11T21:00:00+00:00
107,pay_107,63,178.19,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-11-30T10:00:00+00:00
108,pay_108,108,317.78,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-27T23:00:00+00:00
109,pay_109,187,785.24,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-12-14T15:00:00+00:00
110,pay_110,135,697.6,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-12-06T11:00:00+00:00
111,pay_111,174,1085.57,USD,SUCCESS,,ACH,2025-12-11T15:00:00+00:00
112,pay_112,50,429.32,USD,SUCCESS,,ACH,2025-11-16T09:00:00+00:00
113,pay_113,198,1040.01,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-22T15:00:00+00:00
114,pay_114,90,1402.71,USD,SUCCESS,,ACH,2025-11-20T03:00:00+00:00
115,pay_115,147,578.85,USD,SUCCESS,,PAYPAL,2025-12-24T11:00:00+00:00
116,pay_116,198,446.32,USD,SUCCESS,,ACH,2025-12-17T02:00:00+00:00
117,pay_117,89,989.12,USD,SUCCESS,,PAYPAL,2025-11-15T06:00:00+00:00
118,pay_118,138,1048.81,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-11-08T19:00:00+00:00
119,pay_119,190,375.05,USD,SUCCESS,,DEBIT_CARD,2025-12-12T07:00:00+00:00
120,pay_120,14,1080.28,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-12-15T04:00:00+00:00
121,pay_121,2,1467.2,USD,SUCCESS,,DEBIT_CARD,2025-11-28T20:00:00+00:00
122,pay_122,122,311.19,USD,SUCCESS,,ACH,2025-11-22T09:00:00+00:00
123,pay_123,166,983.66,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-06T23:00:00+00:00
124,pay_124,186,70.39,USD,SUCCESS,,DEBIT_CARD,2025-11-28T05:00:00+00:00
125,pay_125,10,604.54,USD,SUCCESS,,PAYPAL,2025-11-13T23:00:00+00:00
126,pay_126,75,28.76,USD,SUCCESS,,CREDIT_CARD,2025-12-31T10:00:00+00:00
127,pay_127,73,967.35,USD,SUCCESS,,PAYPAL,2025-12-28T04:00:00+00:00
128,pay_128,130,301.32,USD,SUCCESS,,CREDIT_CARD,2025-11-23T05:00:00+00:00
129,pay_129,188,397.04,USD,SUCCESS,,DEBIT_CARD,2025-11-02T23:00:00+00:00
130,pay_130,87,858.16,USD,SUCCESS,,DEBIT_CARD,2025-11-13T19:00:00+00:00
131,pay_131,164,1243.08,USD,SUCCESS,,ACH,2025-11-07T12:00:00+00:00
132,pay_132,172,724.02,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-11-02T08:00:00+00:00
133,pay_133,99,1431.74,USD,FAILED,EXPIRED_CARD,ACH,2025-12-09T23:00:00+00:00
134,pay_134,147,548.93,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-11-05T21:00:00+00:00
135,pay_135,31,252.18,USD,SUCCESS,,ACH,2025-12-16T03:00:00+00:00
136,pay_136,164,453.13,USD,SUCCESS,,DEBIT_CARD,2025-11-16T04:00:00+00:00
137,pay_137,123,1483.42,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-11-28T22:00:00+00:00
138,pay_138,141,1139.67,USD,SUCCESS,,DEBIT_CARD,2025-12-20T07:00:00+00:00
139,pay_139,175,1311.61,USD,SUCCESS,,CREDIT_CARD,2025-12-05T14:00:00+00:00
140,pay_140,136,130.98,USD,SUCCESS,,CREDIT_CARD,2025-11-05T17:00:00+00:00
141,pay_141,130,237.53,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-26T16:00:00+00:00
142,pay_142,114,1079.62,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-07T16:00:00+00:00
143,pay_143,115,688.35,USD,SUCCESS,,PAYPAL,2025-12-01T18:00:00+00:00
144,pay_144,15,1014.06,USD,SUCCESS,,ACH,2025-12-18T00:00:00+00:00
145,pay_145,102,1122.52,USD,FAILED,TEMPORARY_FAILURE,CREDIT_CARD,2025-11-04T13:00:00+00:00
146,pay_146,89,818.63,USD,SUCCESS,,CREDIT_CARD,2025-12-31T02:00:00+00:00
147,pay_147,121,282.27,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-21T20:00:00+00:00
148,pay_148,187,639.24,USD,SUCCESS,,PAYPAL,2025-11-30T12:00:00+00:00
149,pay_149,97,1313.71,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-13T11:00:00+00:00
150,pay_150,31,598.69,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-18T07:00:00+00:00
151,pay_151,1,1468.06,USD,SUCCESS,,PAYPAL,2025-12-15T23:00:00+00:00
152,pay_152,140,578.23,USD,SUCCESS,,DEBIT_CARD,2025-11-17T14:00:00+00:00
153,pay_153,89,1407.05,USD,FAILED,TEMPORARY_FAILURE,CREDIT_CARD,2025-11-04T21:00:00+00:00
154,pay_154,108,1405.31,USD,SUCCESS,,CREDIT_CARD,2025-11-17T06:00:00+00:00
155,pay_155,18,677.96,USD,FAILED,TEMPORARY_FAILURE,CREDIT_CARD,2025-11-17T23:00:00+00:00
156,pay_156,12,362.99,USD,SUCCESS,,DEBIT_CARD,2025-12-20T01:00:00+00:00
157,pay_157,36,444.56,USD,SUCCESS,,ACH,2025-12-08T19:00:00+00:00
158,pay_158,198,491.19,USD,SUCCESS,,ACH,2025-12-28T04:00:00+00:00
159,pay_159,170,629.14,USD,SUCCESS,,ACH,2025-11-05T17:00:00+00:00
160,pay_160,152,1368.69,USD,SUCCESS,,PAYPAL,2025-12-07T15:00:00+00:00
161,pay_161,13,1413.26,USD,SUCCESS,,PAYPAL,2025-12-22T16:00:00+00:00
162,pay_162,82,621.26,USD,SUCCESS,,ACH,2025-11-26T05:00:00+00:00
163,pay_163,194,372.84,USD,SUCCESS,,DEBIT_CARD,2025-11-21T22:00:00+00:00
164,pay_164,37,1373.39,USD,SUCCESS,,PAYPAL,2025-11-28T17:00:00+00:00
165,pay_165,136,393.67,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-12-13T02:00:00+00:00
166,pay_166,116,152.31,USD,SUCCESS,,DEBIT_CARD,2025-11-05T08:00:00+00:00
167,pay_167,97,910.34,USD,SUCCESS,,CREDIT_CARD,2025-11-14T18:00:00+00:00
168,pay_168,186,337.27,USD,SUCCESS,,DEBIT_CARD,2025-12-27T10:00:00+00:00
169,pay_169,78,37.77,USD,SUCCESS,,DEBIT_CARD,2025-12-19T03:00:00+00:00
170,pay_170,192,726.2,USD,SUCCESS,,DEBIT_CARD,2025-12-16T19:00:00+00:00
171,pay_171,181,834.84,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-11-26T14:00:00+00:00
172,pay_172,137,473.01,USD,SUCCESS,,ACH,2025-12-04T15:00:00+00:00
173,pay_173,120,712.19,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-30T06:00:00+00:00
174,pay_174,95,850.35,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-19T04:00:00+00:00
175,pay_175,5,875.03,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-20T04:00:00+00:00
176,pay_176,51,861.14,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-03T17:00:00+00:00
177,pay_177,168,516.28,USD,SUCCESS,,PAYPAL,2025-12-18T20:00:00+00:00
178,pay_178,190,264.83,USD,SUCCESS,,ACH,2025-11-12T04:00:00+00:00
179,pay_179,185,288.31,USD,SUCCESS,,CREDIT_CARD,2025-12-05T01:00:00+00:00
180,pay_180,20,1007.3,USD,SUCCESS,,CREDIT_CARD,2025-11-28T04:00:00+00:00
181,pay_181,162,239.28,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-12-04T14:00:00+00:00
182,pay_182,96,1005.13,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-14T15:00:00+00:00
183,pay_183,5,625.84,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-12-05T23:00:00+00:00
184,pay_184,71,440.73,USD,SUCCESS,,PAYPAL,2025-12-23T05:00:00+00:00
185,pay_185,28,793.71,USD,SUCCESS,,DEBIT_CARD,2025-11-14T19:00:00+00:00
186,pay_186,135,411.98,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-11-07T11:00:00+00:00
187,pay_187,104,376.16,USD,SUCCESS,,DEBIT_CARD,2025-11-21T21:00:00+00:00
188,pay_188,21,1289.46,USD,SUCCESS,,CREDIT_CARD,2025-11-07T12:00:00+00:00
189,pay_189,98,98.33,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-12-16T05:00:00+00:00
190,pay_190,22,659.36,USD,SUCCESS,,ACH,2025-12-08T03:00:00+00:00
191,pay_191,136,356.2,USD,SUCCESS,,PAYPAL,2025-11-19T01:00:00+00:00
192,pay_192,20,431.35,USD,SUCCESS,,CREDIT_CARD,2025-11-13T10:00:00+00:00
193,pay_193,5,886.75,USD,SUCCESS,,PAYPAL,2025-12-31T02:00:00+00:00
194,pay_194,77,856.54,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-15T17:00:00+00:00
195,pay_195,85,222.83,USD,FAILED,INSUFFICIENT_FUNDS,CREDIT_CARD,2025-12-04T23:00:00+00:00
196,pay_196,89,359.73,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-11-23T19:00:00+00:00
197,pay_197,197,899.48,USD,SUCCESS,,ACH,2025-11-03T20:00:00+00:00
198,pay_198,70,684.07,USD,SUCCESS,,DEBIT_CARD,2025-11-24T17:00:00+00:00
199,pay_199,97,1024.35,USD,SUCCESS,,PAYPAL,2025-11-07T19:00:00+00:00
200,pay_200,76,1073.97,USD,SUCCESS,,CREDIT_CARD,2025-11-19T04:00:00+00:00
201,pay_201,98,956.34,USD,SUCCESS,,PAYPAL,2025-11-22T11:00:00+00:00
202,pay_202,28,675.43,USD,FAILED,EXPIRED_CARD,ACH,2025-11-08T04:00:00+00:00
203,pay_203,23,842.12,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-11-08T00:00:00+00:00
204,pay_204,23,901.43,USD,FAILED,TEMPORARY_FAILURE,ACH,2025-12-27T12:00:00+00:00
205,pay_205,4,1172.07,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-08T16:00:00+00:00
206,pay_206,44,266.71,USD,SUCCESS,,ACH,2025-11-21T08:00:00+00:00
207,pay_207,127,660.49,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-11-21T15:00:00+00:00
208,pay_208,20,1085.54,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-10T19:00:00+00:00
209,pay_209,51,216.2,USD,SUCCESS,,CREDIT_CARD,2026-01-01T12:00:00+00:00
210,pay_210,86,579.14,USD,SUCCESS,,ACH,2025-11-30T10:00:00+00:00
211,pay_211,111,1291.37,USD,SUCCESS,,DEBIT_CARD,2025-11-21T10:00:00+00:00
212,pay_212,155,313.26,USD,SUCCESS,,ACH,2025-11-13T12:00:00+00:00
213,pay_213,82,954.86,USD,FAILED,INSUFFICIENT_FUNDS,DEBIT_CARD,2025-11-22T12:00:00+00:00
214,pay_214,72,598.51,USD,SUCCESS,,CREDIT_CARD,2025-12-31T18:00:00+00:00
215,pay_215,52,825.26,USD,SUCCESS,,CREDIT_CARD,2026-01-01T23:00:00+00:00
216,pay_216,119,326.33,USD,SUCCESS,,ACH,2025-12-25T22:00:00+00:00
217,pay_217,18,1196.55,USD,SUCCESS,,PAYPAL,2025-12-15T15:00:00+00:00
218,pay_218,36,374.4,USD,SUCCESS,,DEBIT_CARD,2025-12-17T13:00:00+00:00
219,pay_219,97,726.66,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-06T16:00:00+00:00
220,pay_220,178,69.6,USD,SUCCESS,,ACH,2025-12-16T17:00:00+00:00
221,pay_221,153,141.2,USD,SUCCESS,,DEBIT_CARD,2025-12-14T21:00:00+00:00
222,pay_222,91,80.78,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-12-20T10:00:00+00:00
223,pay_223,111,399.23,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-11-30T11:00:00+00:00
224,pay_224,101,1024.14,USD,SUCCESS,,DEBIT_CARD,2025-11-24T00:00:00+00:00
225,pay_225,124,1382.01,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-11-09T23:00:00+00:00
226,pay_226,37,691.17,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-05T15:00:00+00:00
227,pay_227,90,665.68,USD,SUCCESS,,PAYPAL,2025-11-22T02:00:00+00:00
228,pay_228,77,185.9,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2025-12-13T03:00:00+00:00
229,pay_229,174,1395.93,USD,SUCCESS,,DEBIT_CARD,2025-12-05T05:00:00+00:00
230,pay_230,142,648.16,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-16T12:00:00+00:00
231,pay_231,162,991.1,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-03T23:00:00+00:00
232,pay_232,158,682.62,USD,SUCCESS,,PAYPAL,2025-11-26T00:00:00+00:00
233,pay_233,181,1132.2,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-12-08T03:00:00+00:00
234,pay_234,138,307.66,USD,FAILED,EXPIRED_CARD,CREDIT_CARD,2025-11-18T21:00:00+00:00
235,pay_235,126,964.08,USD,SUCCESS,,PAYPAL,2025-12-11T12:00:00+00:00
236,pay_236,151,1270.59,USD,FAILED,EXPIRED_CARD,DEBIT_CARD,2025-12-24T21:00:00+00:00
237,pay_237,181,1379.24,USD,SUCCESS,,CREDIT_CARD,2025-12-15T04:00:00+00:00
238,pay_238,81,188.67,USD,FAILED,EXPIRED_CARD,ACH,2025-12-16T04:00:00+00:00
239,pay_239,131,219.73,USD,FAILED,INSUFFICIENT_FUNDS,PAYPAL,2025-11-29T05:00:00+00:00
240,pay_240,125,1044.75,USD,SUCCESS,,DEBIT_CARD,2025-12-07T05:00:00+00:00
241,pay_241,126,482.15,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-11T01:00:00+00:00
242,pay_242,92,734.64,USD,SUCCESS,,DEBIT_CARD,2025-12-24T12:00:00+00:00
243,pay_243,144,750.03,USD,SUCCESS,,PAYPAL,2025-11-28T22:00:00+00:00
244,pay_244,114,137.77,USD,SUCCESS,,CREDIT_CARD,2025-12-22T07:00:00+00:00
245,pay_245,75,813.35,USD,FAILED,TEMPORARY_FAILURE,DEBIT_CARD,2025-12-21T14:00:00+00:00
246,pay_246,145,1152.39,USD,SUCCESS,,CREDIT_CARD,2025-12-08T03:00:00+00:00
247,pay_247,69,1237.57,USD,SUCCESS,,ACH,2025-12-06T01:00:00+00:00
248,pay_248,195,826.33,USD,SUCCESS,,PAYPAL,2025-11-08T23:00:00+00:00
249,pay_249,168,457.1,USD,SUCCESS,,CREDIT_CARD,2025-11-30T08:00:00+00:00
250,pay_250,90,144.17,USD,SUCCESS,,CREDIT_CARD,2025-12-21T07:00:00+00:00
251,pay_251,54,888.07,USD,SUCCESS,,ACH,2025-12-27T22:00:00+00:00
252,pay_252,157,261.48,USD,SUCCESS,,DEBIT_CARD,2025-12-22T06:00:00+00:00
253,pay_253,53,861.56,USD,SUCCESS,,ACH,2025-12-10T17:00:00+00:00
254,pay_254,44,449.56,USD,FAILED,INSUFFICIENT_FUNDS,ACH,2026-01-01T16:00:00+00:00
255,pay_255,174,216.35,USD,SUCCESS,,PAYPAL,2025-12-30T01:00:00+00:00
256,pay_256,71,203.43,USD,SUCCESS,,DEBIT_CARD,2025-11-17T04:00:00+00:00
257,pay_257,183,1145.79,USD,FAILED,TEMPORARY_FAILURE,PAYPAL,2025-12-03T04:00:00+00:00
258,pay_258,148,947.3,USD,SUCCESS,,PAYPAL,2025-11-30T02:00:00+00:00
259,pay_259,163,1156.79,USD,SUCCESS,,PAYPAL,2025-12-04T23:00:00+00:00
260,pay_260,72,1317.82,USD,SUCCESS,,PAYPAL,2026-01-01T15:00:00+00:00
261,pay_261,84,1305.33,USD,SUCCESS,,CREDIT_CARD,2025-12-18T14:00:00+00:00
262,pay_262,163,546.96,USD,SUCCESS,,CREDIT_CARD,2025-12-22T17:00:00+00:00
263,pay_263,102,1239.9,USD,FAILED,EXPIRED_CARD,PAYPAL,2025-11-19T10:00:00+00:00
